양천구 목동동로 235,37.5272,126.8729,2020-12-01
양천구 오목로 98,37.5235,126.8484,2020-12-01
양천구 남부순환로 432,37.5293,126.8324,2020-12-01
양천구 신정이펜2로 30,37.51408,126.832,2020-12-01
양천구 등촌로 190,37.5467,126.8631,2020-12-01
양천구 등촌로 204,37.5478,126.8635,2020-12-01
양천구 등촌로 216,37.549,126.8638,2020-12-01
