"id";"sido";"gugun";"year_code"
395;"서울특별시";"강서구";18
396;"서울특별시";"강동구";9
397;"서울특별시";"중랑구";17
398;"서울특별시";"강남구";21
399;"서울특별시";"강서구";18
400;"서울특별시";"강서구";18
401;"서울특별시";"강서구";18
402;"서울특별시";"서초구";19
403;"서울특별시";"서초구";19
404;"서울특별시";"서초구";19
405;"서울특별시";"서초구";17
406;"서울특별시";"서초구";14
407;"서울특별시";"서초구";14
408;"서울특별시";"서초구";19
409;"서울특별시";"서초구";10
410;"서울특별시";"강남구";14
411;"서울특별시";"송파구";9
412;"서울특별시";"송파구";9
413;"서울특별시";"강동구";9
414;"서울특별시";"강동구";18
415;"서울특별시";"강동구";9
416;"서울특별시";"금천구";9
417;"서울특별시";"서초구";19
418;"서울특별시";"서초구";19
419;"서울특별시";"서초구";19
420;"서울특별시";"서초구";17
421;"서울특별시";"서초구";14
422;"서울특별시";"서초구";14
423;"서울특별시";"서초구";19
424;"서울특별시";"서초구";10
425;"서울특별시";"서초구";18
426;"서울특별시";"강남구";14
427;"서울특별시";"송파구";9
428;"서울특별시";"송파구";9
429;"서울특별시";"강동구";9
430;"서울특별시";"강동구";18
431;"서울특별시";"강동구";9
432;"서울특별시";"금천구";9
