id,gugun,address,sname,stype,year_code,sido
953,양천구,신정3동,넓은들,어린이집,12,서울특별시
954,양천구,신월4동,푸르미,어린이집,15,서울특별시
955,양천구,신월6동,청운,어린이집,19,서울특별시
956,양천구,목2동,구립목2동,어린이집,19,서울특별시
957,양천구,신월7동,이화,어린이집,20,서울특별시
958,양천구,신월7동,잉글리쉬러닝베이(신월),학원,12,서울특별시
959,양천구,신정2동,잉글리쉬러닝베이(목동),학원,15,서울특별시
960,양천구,신월1동,리틀플래닛(명칭변경),학원,20,서울특별시
961,강서구,발산1동,가곡,초등학교,95,서울특별시
962,강서구,발산1동,발산,초등학교,95,서울특별시
963,강서구,방화2동,방화,초등학교,95,서울특별시
964,강서구,등촌1동,백석,초등학교,95,서울특별시
965,강서구,방화3동,삼정,초등학교,95,서울특별시
966,강서구,화곡4동,신곡,초등학교,95,서울특별시
967,강서구,방화3동,정곡,초등학교,95,서울특별시
968,강서구,방화3동,치현,초등학교,95,서울특별시
969,강서구,공항동,송정,초등학교,96,서울특별시
970,강서구,화곡7동,신월,초등학교,96,서울특별시
971,강서구,화곡2동,신정,초등학교,96,서울특별시
972,강서구,화곡5동,우장,초등학교,96,서울특별시
973,강서구,화곡본동,화곡,초등학교,96,서울특별시
974,강서구,가양3동,가양,초등학교,97,서울특별시
975,강서구,방화동,개화,초등학교,97,서울특별시
976,강서구,가양2동,공진,초등학교,97,서울특별시
977,강서구,공항동,공항,초등학교,97,서울특별시
978,강서구,발산2동,내발산,초등학교,97,서울특별시
979,강서구,등촌3동,등명,초등학교,97,서울특별시
980,강서구,화곡6동,등서,초등학교,97,서울특별시
981,강서구,등촌3동,등양,초등학교,97,서울특별시
982,강서구,등촌3동,등원,초등학교,97,서울특별시
983,강서구,등촌2동,등촌,초등학교,97,서울특별시
984,강서구,등촌3동,등현,초등학교,97,서울특별시
985,강서구,방화1동,송화,초등학교,97,서울특별시
986,강서구,가양1동,양천,초등학교,97,서울특별시
987,강서구,염창동,염창,초등학교,97,서울특별시
988,강서구,화곡7동,월정,초등학교,97,서울특별시
989,강서구,가양2동,탑산,초등학교,97,서울특별시
990,강서구,등촌3동,유석,초등학교,97,서울특별시
991,강서구,염창동,염동,초등학교,98,서울특별시
992,강서구,염창동,염경,초등학교,5,서울특별시
993,강서구,화곡본동,화일,초등학교,5,서울특별시
994,강서구,내발산동,수명,초등학교,8,서울특별시
995,강서구,등촌2동,등마,초등학교,9,서울특별시
996,강서구,화곡5동,문성유치원,유치원,97,서울특별시
997,강서구,등촌2동,미도유치원,유치원,97,서울특별시
998,강서구,등촌3동,보라유치원,유치원,97,서울특별시
999,강서구,화곡1동,수미유치원,유치원,97,서울특별시
1000,강서구,화곡8동,신영유치원,유치원,97,서울특별시
1001,강서구,화곡4동,대유유치원,유치원,98,서울특별시
1002,강서구,등촌3동,등촌이화유치원,유치원,98,서울특별시
1003,강서구,방하1동,방화이화유치원,유치원,98,서울특별시
1004,강서구,화곡4동,새싹유치원,유치원,98,서울특별시
1005,강서구,가양1동,국제유치원,유치원,99,서울특별시
1006,강서구,화곡본동,선미유치원,유치원,3,서울특별시
1007,강서구,가양1동,신세기유치원,유치원,3,서울특별시
1008,강서구,화곡2동,우일유치원,유치원,3,서울특별시
1009,강서구,화곡3동,윤서유치원,유치원,4,서울특별시
1010,강서구,등촌1동,등촌제일유치원,유치원,7,서울특별시
1011,강서구,화곡6동,동그라미유치원,유치원,98,서울특별시
1012,강서구,내발산동,예일유치원,유치원,9,서울특별시
1013,강서구,화곡6동,강서유치원,유치원,9,서울특별시
1014,강서구,화곡본동,예은유치원,유치원,14,서울특별시
1015,강서구,공항동,밤비니,유치원,14,서울특별시
1016,강서구,방화1동,서울마곡유치원,유치원,15,서울특별시
1017,강서구,강서로 348,우현,유치원,18,서울특별시
1018,강서구,방화3동,정곡병설,병설유치원,95,서울특별시
1019,강서구,가양2동,공진병설,병설유치원,97,서울특별시
1020,강서구,공항동,공항병설,병설유치원,97,서울특별시
1021,강서구,발산2동,내발산병설,병설유치원,97,서울특별시
1022,강서구,염창동,염경병설,병설유치원,5,서울특별시
1023,강서구,화곡본동,화일병설,병설유치원,5,서울특별시
1024,강서구,화곡6동,교남학교,특수학교,97,서울특별시
1025,강서구,내발산동,발산,어린이집,9,서울특별시
1026,강서구,공항동,프란치스코,어린이집,9,서울특별시
1027,강서구,화곡4동,으뜸,어린이집,9,서울특별시
1028,강서구,등촌3동,상아,어린이집,11,서울특별시
1029,강서구,염창동,동산,어린이집,11,서울특별시
1030,강서구,방화2동,이레,어린이집,14,서울특별시
1031,강서구,염창동,신원,어린이집,15,서울특별시
1032,강서구,방화3동,예은,어린이집,16,서울특별시
1033,강서구,방화2동,구립아이솔,어린이집,16,서울특별시
1034,강서구,화곡8동,어린왕자,어린이집,16,서울특별시
1035,강서구,화곡8동,에반,어린이집,16,서울특별시
1036,강서구,화곡8동,구립까치산,어린이집,16,서울특별시
1037,강서구,등촌3동,선화,어린이집,17,서울특별시
1038,강서구,화곡1동,배다리,어린이집,17,서울특별시
1039,강서구,강서로47바길 21,버클리,어린이집,18,서울특별시
1040,강서구,마곡중앙10로,사이언스파크,어린이집,19,서울특별시
1041,강서구,초록마을로106,하늘,어린이집,19,서울특별시
1042,강서구,강서로17다길 15-14,구립새하늘어린이집,어린이집,20,서울특별시
1043,강서구,곰달래로53가길6,꿈을여는어린이집,어린이집,20,서울특별시
1044,강서구,초록마을로40,눈높이런닝센터,학원,20,서울특별시
1045,강서구,개화동로23길 111,성산어린이집,어린이집,20,서울특별시
1046,강서구,마곡중앙8로1길 10,구립엠밸리큰나무어린이집,어린이집,20,서울특별시
1047,강서구,강서로45다길 102,하늘숲어린이집,어린이집,20,서울특별시
1048,강서구,곰달래로49길 80,스터디플랜독서실,독서실,20,서울특별시
1049,구로구,개봉3동 산64-21,개명,초등학교,96,서울특별시
1050,구로구,개봉3동 266,개봉,초등학교,95,서울특별시
1051,구로구,개봉3동 산53-25,개웅,초등학교,97,서울특별시
1052,구로구,고척1동 76-10,고산,초등학교,95,서울특별시
1053,구로구,고척동 66-26,고원,초등학교,4,서울특별시
1054,구로구,고척1동 경서로 35,고척,초등학교,95,서울특별시
1055,구로구,구로3동 253번지,구로남,초등학교,95,서울특별시
1056,구로구,구로동 443번지,구로,초등학교,95,서울특별시
1057,구로구,구로1동 685-221,구일,초등학교,96,서울특별시
1058,구로구,고척2동 217,덕의,초등학교,95,서울특별시
1059,구로구,구로6동 93번지,동구로,초등학교,95,서울특별시
1060,구로구,개봉1동 3번지,매봉,초등학교,95,서울특별시
1061,구로구,구로5동 3-13,미래,초등학교,1,서울특별시
1062,구로구,고척2동 253 ,세곡,초등학교,95,서울특별시
1063,구로구,구로5동 105,신구로,초등학교,96,서울특별시
1064,구로구,신도림동 303 ,신도림,초등학교,97,서울특별시
1065,구로구,신도림동 398-28,신미림,초등학교,1,서울특별시
1066,구로구,구로3동 165-1,영서,초등학교,96,서울특별시
1067,구로구,가리봉동 영일길 23,영일,초등학교,96,서울특별시
1068,구로구,오류2동 191-1,오류남,초등학교,96,서울특별시
1069,구로구,오류동 산 15번지,오류,초등학교,96,서울특별시
1070,구로구,오류2동 108-28,오정,초등학교,95,서울특별시
1071,구로구,온수동 산 2-8,온수,초등학교,97,서울특별시
1072,구로구,천왕동,천왕,초등학교,11,서울특별시
1073,구로구,천왕동 오리로 1106,하늘숲,초등학교,18,서울특별시
1074,구로구,항동 연동로 178,항동,초등학교,18,서울특별시
1075,구로구,구로3동 796-1,꿀벌,유치원,98,서울특별시
1076,구로구,오류1동 14-391,나비,유치원,98,서울특별시
1077,구로구,오류2동 150,버들,유치원,98,서울특별시
1078,구로구,구로1동 700-55,신도,유치원,6,서울특별시
1079,구로구,온수동 73-1,예쁨,유치원,98,서울특별시
1080,구로구,개봉2동 259-35,미림,유치원,9,서울특별시
1081,구로구,신도림동 290외 1,사랑,유치원,9,서울특별시
1082,구로구,오류2동 108-80,동정성모,유치원,95,서울특별시
1083,구로구,구로2동 708-25,서울남,유치원,10,서울특별시
1084,구로구,오류1동 18-8,혜원,유치원,10,서울특별시
1085,구로구,오류동 295,푸른동산(구숲속나무),유치원,13,서울특별시
1086,구로구,구로구 천왕2지구 택지지구 내,하늘숲,유치원,14,서울특별시
1087,구로구,고척동 경서로 35,고척초병설,병설유치원,10,서울특별시
1088,구로구,개봉1동 3,매봉초병설,병설유치원,10,서울특별시
1089,구로구,구로5동 3-13,미래초병설,병설유치원,10,서울특별시
1090,구로구,신도림중앙길 22-1,신미림초병설,병설유치원,10,서울특별시
1091,구로구,구로3동 영서길 29,영서초병설,병설유치원,10,서울특별시
1092,구로구,개봉3동 266,개봉초병설,병설유치원,10,서울특별시
1093,구로구,오류동 223-5,지구촌학교,특수학교,18,서울특별시
1094,구로구,궁동 242,정진특수학교,특수학교,7,서울특별시
1095,구로구,항동 1-1,성베드로,특수학교,7,서울특별시
1096,구로구,구로2동 705-11,구로삼성,어린이집,10,서울특별시
1097,구로구,구로1동 685-219,구일,어린이집,9,서울특별시
1098,구로구,고척1동 52-316,남산,어린이집,10,서울특별시
1099,구로구,개봉3동 354-6,지암,어린이집,10,서울특별시
1100,구로구,궁동 283-9,궁동,어린이집,10,서울특별시
1101,구로구,개봉3동 478,광진선교,어린이집,10,서울특별시
1102,구로구,오류1동 31,세라핌,어린이집,10,서울특별시
1103,구로구,구로동 701-186,LG전자구로,어린이집,13,서울특별시
1104,구로구,구로동 549-8,샛별,어린이집,13,서울특별시
1105,구로구,부일로17길 5,샘소슬,어린이집,14,서울특별시
1106,구로구,서해안로28길 18,예쁜별,어린이집,14,서울특별시
1107,구로구,구로동로7길 27,예뜰,어린이집,16,서울특별시
1108,구로구,경인로20가길 24,코레일오류동,어린이집,19,서울특별시
1109,구로구,연동로 284,항동,어린이집,16,서울특별시
1110,금천구, 독산2동 ,문교,초등학교,95,서울특별시
1111,금천구, 시흥4동 ,신흥,초등학교,95,서울특별시
1112,금천구, 독산3동,영남,초등학교,95,서울특별시
1113,금천구, 독산1동,두산,초등학교,95,서울특별시
1114,금천구, 독산1동 ,가산,초등학교,95,서울특별시
1115,금천구, 독산2동 ,독산,초등학교,95,서울특별시
1116,금천구, 시흥5동 ,백산,초등학교,95,서울특별시
1117,금천구, 시흥2동 ,탑동,초등학교,95,서울특별시
1118,금천구, 독산1동 ,안천,초등학교,96,서울특별시
1119,금천구, 독산3동 ,문성,초등학교,96,서울특별시
1120,금천구, 독산4동 ,정심,초등학교,96,서울특별시
1121,금천구, 시흥1동 ,문백,초등학교,97,서울특별시
1122,금천구, 시흥5동 ,금천,초등학교,97,서울특별시
1123,금천구, 시흥1동 ,시흥,초등학교,97,서울특별시
1124,금천구, 시흥3동,금산,초등학교,98,서울특별시
1125,금천구, 시흥2동,동광,초등학교,3,서울특별시
1126,금천구, 시흥2동 ,금동,초등학교,3,서울특별시
1127,금천구,독산1동,금나래(2017개교),초등학교,16,서울특별시
1128,금천구, 독산2동 ,독산유치원,유치원,98,서울특별시
1129,금천구, 가산동,시내유치원,유치원,99,서울특별시
1130,금천구,시흥2동,탑동단설,유치원,10,서울특별시
1131,금천구,시흥5동,서울국악,유치원,10,서울특별시
1132,금천구, 시흥1동 ,조형유치원,유치원,9,서울특별시
1133,금천구, 독산3동 ,동산 유치원,유치원,10,서울특별시
1134,금천구,독산1동,두산병설,병설유치원,10,서울특별시
1135,금천구,시흥5동,백산병설,병설유치원,10,서울특별시
1136,금천구, 독산4동,정심,어린이집,99,서울특별시
1137,금천구, 독산3동,개미,어린이집,99,서울특별시
1138,금천구, 시흥5동,시흥5동,어린이집,6,서울특별시
1139,금천구, 시흥5동,자연유아,어린이집,6,서울특별시
1140,금천구, 가산동 ,모아래,어린이집,6,서울특별시
1141,금천구, 시흥1동 ,꿈나래,어린이집,9,서울특별시
1142,금천구, 시흥5동 ,본동,어린이집,9,서울특별시
1143,금천구, 독산1동 ,기쁨,어린이집,9,서울특별시
1144,금천구, 가산동,가산,어린이집,11,서울특별시
1145,금천구, 가산동 ,샛별,어린이집,11,서울특별시
1146,금천구, 시흥1동,양문,어린이집,11,서울특별시
1147,금천구, 독산3동,한울아트스쿨,어린이집,11,서울특별시
1148,금천구,독산3동,독산본동,어린이집,12,서울특별시
1149,금천구,독산2동,옥계,어린이집,12,서울특별시
1150,금천구,시흥4동,시흥4동,어린이집,12,서울특별시
1151,금천구,시흥1동,금주,어린이집,12,서울특별시
1152,금천구,시흥3동,새길,어린이집,12,서울특별시
1153,금천구,독산2동 1062-10,해솔예술,어린이집,13,서울특별시
1154,금천구,독산3동 906-28,애경,어린이집,13,서울특별시
1155,금천구,독산2동 ,새롬,어린이집,15,서울특별시
1156,영등포구,신길1동 122,영신,초등학교,95,서울특별시
1157,영등포구,양평동4가 323,당산,초등학교,95,서울특별시
1158,영등포구,당산동5가 5,당서,초등학교,95,서울특별시
1159,영등포구,양평동3가 13,당중,초등학교,95,서울특별시
1160,영등포구,문래3가 77-17,문래,초등학교,95,서울특별시
1161,영등포구,여의도동 40-3,여의도,초등학교,95,서울특별시
1162,영등포구,당산동6가 121,영동,초등학교,95,서울특별시
1163,영등포구,영등포동7가 53,영중,초등학교,95,서울특별시
1164,영등포구,신길6동 4515,대길,초등학교,95,서울특별시
1165,영등포구,대림2동 702,대동,초등학교,95,서울특별시
1166,영등포구,신길5동 341-1,대영,초등학교,95,서울특별시
1167,영등포구,신길3동 288,도림,초등학교,95,서울특별시
1168,영등포구,대림3동 741-3,도신,초등학교,95,서울특별시
1169,영등포구,대림3동 781,신영,초등학교,95,서울특별시
1170,영등포구,문래동2가 35,영등포,초등학교,96,서울특별시
1171,영등포구,여의도동 38,윤중,초등학교,96,서울특별시
1172,영등포구,대림2동 993,영림,초등학교,96,서울특별시
1173,영등포구,대림1동 970-1,신대림,초등학교,97,서울특별시
1174,영등포구,신길7동 1444,대방,초등학교,98,서울특별시
1175,영등포구,신길4동 210,우신,초등학교,98,서울특별시
1176,영등포구,영등포동1가 624-18,영원,초등학교,1,서울특별시
1177,영등포구,문래동6가 13,영문,초등학교,5,서울특별시
1178,영등포구,양평동3가 91,선유,초등학교,7,서울특별시
1179,영등포구,신길3동 369,성락,유치원,95,서울특별시
1180,영등포구,영등포동8가 70,한영교회,유치원,97,서울특별시
1181,영등포구,신길4동 4916-15,에덴,유치원,98,서울특별시
1182,영등포구,영등포동8가 84,영중,유치원,98,서울특별시
1183,영등포구,여의도동 53-13,침례,유치원,98,서울특별시
1184,영등포구,신길7동 890,성모,유치원,99,서울특별시
1185,영등포구,양평동1가 20,청은,유치원,8,서울특별시
1186,영등포구,신길4동 4903-20,동천,유치원,8,서울특별시
1187,영등포구,신길3동 268-1,명신,유치원,8,서울특별시
1188,영등포구,신길2동 170-7,신라,유치원,8,서울특별시
1189,영등포구,신길3동 365,우성,유치원,8,서울특별시
1190,영등포구,대림3동 608-1,큰나무,유치원,8,서울특별시
1191,영등포구,대림3동 652-1,파란나라,유치원,8,서울특별시
1192,영등포구,당산동3가 79,은하,유치원,9,서울특별시
1193,영등포구,대림3동 670-1,파랑새,유치원,9,서울특별시
1194,영등포구,대림1동 912-46,평강,유치원,9,서울특별시
1195,영등포구,당산동5가 7-54,평화,유치원,9,서울특별시
1196,영등포구,양평동5가 76,한신혜원,유치원,9,서울특별시
1197,영등포구,신길5동 253-242,성미,유치원,9,서울특별시
1198,영등포구,양평동3가 8-2,영은,유치원,10,서울특별시
1199,영등포구,도영로 22길 22,돈보스꼬,유치원,12,서울특별시
1200,영등포구,양평동3가 13,당중병설,병설유치원,10,서울특별시
1201,영등포구,대림2동 702,대동병설,병설유치원,10,서울특별시
1202,영등포구,대림3동 741-3,도신병설,병설유치원,10,서울특별시
1203,영등포구,문래동2가 35,영등포병설,병설유치원,10,서울특별시
1204,영등포구,대림2동 993,영림병설,병설유치원,10,서울특별시
1205,영등포구,영등포동7가 53,영중병설,병설유치원,10,서울특별시
1206,영등포구,여의도동 38,윤중병설,병설유치원,10,서울특별시
1207,영등포구,신길5동 440-53,구립신길5동,어린이집,9,서울특별시
1208,영등포구,여의도동 1,국회,어린이집,9,서울특별시
1209,영등포구,당산동6가 121-98,남서울,어린이집,9,서울특별시
1210,영등포구,당산동3가 475,무지개영재,어린이집,9,서울특별시
1211,영등포구,문래동5가 19-8,신이화,어린이집,9,서울특별시
1212,영등포구,양평동1가 211-1,양평1동,어린이집,9,서울특별시
1213,영등포구,신길6동 4260,은석,어린이집,9,서울특별시
1214,영등포구,대림3동 777,해태,어린이집,9,서울특별시
1215,영등포구,신길6동 3741-18,꿈나무,어린이집,11,서울특별시
1216,영등포구,신길7동 869,하정,어린이집,11,서울특별시
1217,영등포구,신길4동 232-20,하나푸르니신길,어린이집,11,서울특별시
1218,영등포구,신길4동 239-1,영신,어린이집,11,서울특별시
1219,영등포구,양평동3가 36,양평3가,어린이집,12,서울특별시
1220,영등포구,은행로 14,KDB,어린이집,14,서울특별시
1221,영등포구,선유동1로 80,선재,어린이집,17,서울특별시
1222,동작구,상도1동501,강남,초등학교,95,서울특별시
1223,동작구,사당1동 1011-1,남사,초등학교,95,서울특별시
1224,동작구,사당3동 산24,남성,초등학교,95,서울특별시
1225,동작구,노량진1동 238,노량진,초등학교,97,서울특별시
1226,동작구,대방동391-62,대림,초등학교,97,서울특별시
1227,동작구,동작동 산9-1,동작,초등학교,97,서울특별시
1228,동작구,신대방1동 640,문창,초등학교,95,서울특별시
1229,동작구,신대방1동 485-1,보라매,초등학교,5,서울특별시
1230,동작구,본동 133,본동,초등학교,97,서울특별시
1231,동작구,상도4동 238-2,상도,초등학교,97,서울특별시
1232,동작구,대방동 산28,신길,초등학교,96,서울특별시
1233,동작구,사당5동 418-1,신남성,초등학교,95,서울특별시
1234,동작구,상도2동 산65,신상도,초등학교,95,서울특별시
1235,동작구,본동 441-11,영본,초등학교,97,서울특별시
1236,동작구,대방동 44-3,영화,초등학교,95,서울특별시
1237,동작구,흑석1동 245,은로,초등학교,96,서울특별시
1238,동작구,사당5동 236-4,행림,초등학교,96,서울특별시
1239,동작구,흑석동 7-1,흑석,초등학교,98,서울특별시
1240,동작구,흑석1동 233,중대부속,초등학교,96,서울특별시
1241,동작구,사당3동 산18-34,상일,초등학교,7,서울특별시
1242,동작구,상도동 134-600,상현,초등학교,12,서울특별시
1243,동작구,상도1동 660-2,강남유치원,유치원,9,서울특별시
1244,동작구,사당1동 1017-30,동그라미유치원,유치원,95,서울특별시
1245,동작구,노량진동 325-1,동아유치원,유치원,3,서울특별시
1246,동작구,흑석동 186,명수유치원,유치원,98,서울특별시
1247,동작구,노량진1동 225-57,벧엘유치원,유치원,97,서울특별시
1248,동작구,대방동 414-3,사랑유치원,유치원,3,서울특별시
1249,동작구,상도1동 415,상도유치원,유치원,9,서울특별시
1250,동작구,상도4동 211-1,상아유치원,유치원,98,서울특별시
1251,동작구,상도동 산 65-225,행복유치원,유치원,9,서울특별시
1252,동작구,상도4동 244-337,승혜유치원,유치원,98,서울특별시
1253,동작구,상도3동 256-175,애광유치원,유치원,98,서울특별시
1254,동작구,신대방1동 607-32,양문유치원,유치원,97,서울특별시
1255,동작구,대방동 503-1,열림유치원,유치원,97,서울특별시
1256,동작구,신대방1동 707,요요유치원,유치원,3,서울특별시
1257,동작구,흑석1동 211-32,중앙대부속유치원,유치원,99,서울특별시
1258,동작구,상도동 134-160,샛별유치원,유치원,14,서울특별시
1259,동작구,동작동 102-60,하랑숲유치원,유치원,17,서울특별시
1260,동작구,만양로8길 50,시현유치원,유치원,18,서울특별시
1261,동작구,만양로26,행복한숲,유치원,19,서울특별시
1262,동작구,사당5동 418-1,신남성초교병설,병설유치원,95,서울특별시
1263,동작구,흑석1동 245,은로초교병설,병설유치원,96,서울특별시
1264,동작구,상도4동 212-128,삼성,특수학교,95,서울특별시
1265,동작구,사당3동 1133,양지,어린이집,6,서울특별시
1266,동작구,사당5동 235-61,우리,어린이집,6,서울특별시
1267,동작구,상도동 511,예담,어린이집,6,서울특별시
1268,동작구,사당1동 1012-23,참사랑,어린이집,6,서울특별시
1269,동작구,상도3동 산77-1,연꽃,어린이집,6,서울특별시
1270,동작구,대방동 386-2,꿈나무,어린이집,7,서울특별시
1271,동작구,상도1동 159-403,상도,어린이집,10,서울특별시
1272,동작구,사당동 1131-4,문화,어린이집,13,서울특별시
1273,동작구,상도동 271,성대,어린이집,14,서울특별시
1274,동작구,흑석동 54-236,큰별,어린이집,14,서울특별시
1275,동작구,사당1동 1011-1,다문화(남사초 포함),어린이집,12,서울특별시
1276,동작구,상도3동 256-175,애광(애광유치원포함),어린이집,12,서울특별시
1277,동작구,상도4동 211-1,노벨(상아유치원 포함),어린이집,12,서울특별시
1278,동작구,사당동 316-56,사당4,어린이집,19,서울특별시
1279,동작구,서달로61,흑석,어린이집,20,서울특별시
1280,동작구,흑석로13길 25,도레미,어린이집,20,서울특별시
1281,동작구,성대로16길 21,윤슬,어린이집,21,서울특별시
1282,동작구,동작대로35길 36,이수,어린이집,21,서울특별시
1283,동작구,사당로16길 82,미래연미술,학원,20,서울특별시
1284,동작구,사당로16길 90,튼튼영어,학원,20,서울특별시
1285,동작구,동작대로 29길 77,동작시사,학원,20,서울특별시
1286,동작구,대방동길 83,대방유투엠,학원,20,서울특별시
1287,동작구,성대로 69,참음악,학원,20,서울특별시
1288,관악구,청룡동,관악,초등학교,95,서울특별시
1289,관악구,성현동,구암,초등학교,95,서울특별시
1290,관악구,난곡동,난곡,초등학교,95,서울특별시
1291,관악구,미성동,난우,초등학교,95,서울특별시
1292,관악구,난향동,난향,초등학교,95,서울특별시
1293,관악구,신사동,남부,초등학교,95,서울특별시
1294,관악구,보라매동,당곡,초등학교,95,서울특별시
1295,관악구,미성동,미성,초등학교,95,서울특별시
1296,관악구,남현동,사당,초등학교,95,서울특별시
1297,관악구,삼성동,신우,초등학교,95,서울특별시
1298,관악구,행운동,원당,초등학교,95,서울특별시
1299,관악구,낙성대동,인헌,초등학교,95,서울특별시
1300,관악구,청룡동,청룡,초등학교,95,서울특별시
1301,관악구,대학동,삼성,초등학교,96,서울특별시
1302,관악구,신원동,신림,초등학교,96,서울특별시
1303,관악구,중앙동,신봉,초등학교,96,서울특별시
1304,관악구,은천동,은천,초등학교,96,서울특별시
1305,관악구,행운동,봉천,초등학교,98,서울특별시
1306,관악구,서림동,신성,초등학교,98,서울특별시
1307,관악구,청림동,봉현,초등학교,3,서울특별시
1308,관악구,삼성동,원신,초등학교,3,서울특별시
1309,관악구,조원동,조원,초등학교,5,서울특별시
1310,관악구,신사동,건영,유치원,97,서울특별시
1311,관악구,행운동,동원,유치원,98,서울특별시
1312,관악구,은천동,배꽃,유치원,97,서울특별시
1313,관악구,성현동,소슬,유치원,97,서울특별시
1314,관악구,인헌동,은아,유치원,97,서울특별시
1315,관악구,청림동,현대,유치원,97,서울특별시
1316,관악구,삼성동,명성,유치원,98,서울특별시
1317,관악구,성현동,새소슬,유치원,98,서울특별시
1318,관악구,남현동,새싹,유치원,98,서울특별시
1319,관악구,난곡동,애동,유치원,98,서울특별시
1320,관악구,행운동,종인,유치원,98,서울특별시
1321,관악구,서림동,하늘,유치원,98,서울특별시
1322,관악구,미성동,한별,유치원,98,서울특별시
1323,관악구,청림동,청림,유치원,5,서울특별시
1324,관악구,난향동,꿈나라,유치원,9,서울특별시
1325,관악구,서림동,영그린,유치원,15,서울특별시
1326,관악구,삼성동,신우단설,단설유치원,10,서울특별시
1327,관악구,청룡동,관악병설,병설유치원,10,서울특별시
1328,관악구,난곡동,난곡병설,병설유치원,10,서울특별시
1329,관악구,행운동,봉천병설,병설유치원,10,서울특별시
1330,관악구,대학동,삼성병설,병설유치원,10,서울특별시
1331,관악구,서림동,신성병설,병설유치원,10,서울특별시
1332,관악구,행운동,원당병설,병설유치원,10,서울특별시
1333,관악구,은천동,은천병설,병설유치원,10,서울특별시
1334,관악구,청룡동,청룡병설,병설유치원,10,서울특별시
1335,관악구,보라매동,새롬학교,특수학교,97,서울특별시
1336,관악구,난향동,서울정문학교,특수학교,97,서울특별시
1337,관악구,인헌동,인헌,어린이집,15,서울특별시
1338,관악구,은천동,선봉,어린이집,97,서울특별시
1339,관악구,미성동,다원,어린이집,10,서울특별시
1340,관악구,청림동,도담,어린이집,10,서울특별시
1341,관악구,신사동,새빛,어린이집,10,서울특별시
1342,관악구,조원동,구립 아름꿈노아,어린이집,97,서울특별시
1343,관악구,조원동,문성,어린이집,7,서울특별시
1344,관악구,삼성동,미림,어린이집,13,서울특별시
1345,관악구,삼성동,합실,어린이집,13,서울특별시
1346,관악구,서원동,서원,어린이집,13,서울특별시
1347,관악구,난곡동,미래클,어린이집,15,서울특별시
1348,관악구,미성동,초롱별,어린이집,18,서울특별시
1349,관악구,보라매동,아뜰,어린이집,17,서울특별시
1350,관악구,인헌동,금빛,어린이집,21,서울특별시
1351,관악구,신림동,난향,어린이집,21,서울특별시
1352,관악구,행운동,큰솔아이들,학원,3,서울특별시
1353,관악구,봉천동,청담에이프릴어학원,학원,21,서울특별시
1354,관악구,봉천동,관악분원정상어학원,학원,21,서울특별시
1355,관악구,미성동,앤플러스학원,학원,20,서울특별시
1356,관악구,미성동,청맥보습학원,학원,20,서울특별시
1357,관악구,난곡동,꿈이크는 보습학원,학원,20,서울특별시
1358,관악구,난곡동,강남예일 보습학원,학원,20,서울특별시
1359,관악구,난곡동,오름 보습학원,학원,20,서울특별시
1360,서초구,서초3동 1466-6,신중,초등학교,96,서울특별시
1361,서초구,서초1동 1436-8,서일,초등학교,98,서울특별시
1362,서초구,방배4동 861-1,방배,초등학교,98,서울특별시
1363,서초구,서초4동 1310-6,서초,초등학교,96,서울특별시
1364,서초구,방배3동 산 81-1,방현,초등학교,96,서울특별시
1365,서초구,헌릉로8길42,언남,초등학교,14,서울특별시
1366,서초구,방배1동 167-4,방일,초등학교,96,서울특별시
1367,서초구,방배2동 468-6,이수,초등학교,98,서울특별시
1368,서초구,방배본동 771,서래,초등학교,95,서울특별시
1369,서초구,양재1동 101,양재,초등학교,96,서울특별시
1370,서초구,서초2동 1334-2,서이,초등학교,96,서울특별시
1371,서초구,서초4동 1685-1,원명,초등학교,98,서울특별시
1372,서초구,잠원동 54-5,신동,초등학교,98,서울특별시
1373,서초구,반포본동 937,반포,초등학교,96,서울특별시
1374,서초구,반포1동 30-8,서원,초등학교,96,서울특별시
1375,서초구,반포3동 1-3,반원,초등학교,95,서울특별시
1376,서초구,양재1동 58,우암,초등학교,96,서울특별시
1377,서초구,서초1동 1650,교대부속,초등학교,96,서울특별시
1378,서초구,반포2동 17,잠원,초등학교,95,서울특별시
1379,서초구,반포2동 6-1,계성,초등학교,6,서울특별시
1380,서초구,반포1동 21,원촌,초등학교,95,서울특별시
1381,서초구,양재2동 323-1,매헌,초등학교,8,서울특별시
1382,서초구,방배4동 822-29,우면,초등학교,12,서울특별시
1383,서초구,서초2동 1360-26,우솔,초등학교,13,서울특별시
1384,서초구,양재2동 399-1,구룡,유치원,99,서울특별시
1385,서초구,잠원동 56-3,하나,유치원,98,서울특별시
1386,서초구,서초1동 1634-1,석문,유치원,99,서울특별시
1387,서초구,양재1동 154-2,양재천사,유치원,99,서울특별시
1388,서초구,방배동 831-13,새순,유치원,10,서울특별시
1389,서초구,잠원동 70-3,한신,유치원,10,서울특별시
1390,서초구,반포2동 4-1,반포성모,유치원,10,서울특별시
1391,서초구,방배3동 981-2,새성민,유치원,10,서울특별시
1392,서초구,반포2동 4-10,영생,유치원,10,서울특별시
1393,서초구,양재대로 2길 100-64,서초,유치원,14,서울특별시
1394,서초구,청계산로11길 14,서울청계숲,유치원,15,서울특별시
1395,서초구,태봉로2길 21,예원,유치원,13,서울특별시
