id,address,occur,death_injury,death,s_injury,l_injury,lot,lat,year
86,서울특별시 양천구 신정동(수정아파트102동 부근),3,3,0,1,2,126.842230155398,37.512535978953,2018
87,부산광역시 동래구 낙민동(스펀지유치원 부근),3,3,0,0,2,129.096083828607,35.194318265776,2018
88,부산광역시 부산진구 당감동(당감초교 부근),3,3,0,1,2,129.040801902587,35.163392031218,2018
89,부산광역시 사상구 덕포동(모덕초교 부근),3,3,0,2,1,128.990453279596,35.181509379255,2018
90,부산광역시 사하구 장림동(은항교회 부근),3,3,0,2,1,128.977147858488,35.079982907986,2018
91,대구광역시 남구 봉덕동(봉덕초교 부근),4,4,0,2,2,128.598387532959,35.839775950701,2018
92,대구광역시 북구 동천동(함지초교 부근),6,6,0,2,3,128.557644939264,35.933779393405,2018
93,대구광역시 북구 동천동(영남네오빌아트103동 부근),3,3,0,0,3,128.560173916494,35.940643275568,2018
94,대구광역시 서구 평리동(서대구전화국사거리 부근),4,6,0,0,6,128.562944543357,35.87259074177,2018
95,대구광역시 서구 평리동(대우푸르지오1단지아파트입구 부근),3,3,0,0,3,128.559383493355,35.86980988332,2018
96,대구광역시 수성구 두산동(대구수성SK리더스뷰아파트입구 부근),3,3,1,2,0,128.622375771326,35.837685794964,2018
97,대구광역시 수성구 지산동(에덴테마어린이공원 부근),3,3,0,2,1,128.632355581346,35.821182476391,2018
98,대구광역시 수성구 파동(서민할매식당 부근),3,4,0,1,3,128.610867908828,35.825486354712,2018
99,대구광역시 수성구 만촌동(대청초교 부근),3,4,0,1,3,128.6520371445,35.850658021751,2018
100,인천광역시 남동구 만수동(담방로사거리 부근),3,4,0,1,2,126.738846914155,37.444158513805,2018
101,광주광역시 광산구 수완동(모아어린이집 부근),3,3,0,2,1,126.823868921115,35.188286174668,2018
102,광주광역시 광산구 신가동(신기중학교 부근),3,3,0,0,3,126.836868309226,35.187868357739,2018
103,광주광역시 북구 매곡동(대화아파트 부근),4,5,0,1,3,126.892275531492,35.192125059425,2018
104,광주광역시 북구 문흥동(문산회관 부근),3,3,0,1,2,126.920218101485,35.18594540216,2018
105,대전광역시 동구 가양동(흥룡어린이공원 부근),3,3,1,0,2,127.447737751697,36.35201902416,2018
106,대전광역시 서구 내동(벽산블루밍맑은아침아파트 112동 부근),3,6,1,2,3,127.381273396351,36.331904364596,2018
107,대전광역시 서구 갈마동(갈마초교삼거리 부근),3,3,0,1,2,127.369340295719,36.355313596946,2018
108,대전광역시 서구 탄방동(탄방초교 부근),3,3,0,0,3,127.390054571962,36.345831738845,2018
109,대전광역시 서구 갈마동(대명빌라 부근),3,3,0,0,3,127.365422955906,36.351883396502,2018
110,대전광역시 유성구 노은동(노은중학교 부근),3,3,0,1,1,127.323434322737,36.368785922333,2018
111,경기도 남양주시 호평동(이마트 남양주점 부근),3,4,0,2,2,127.242805659555,37.655879620449,2018
112,경기도 남양주시 퇴계원면(퇴계원역 부근),3,3,0,1,1,127.14443734381,37.648721381188,2018
113,경기도 동두천시 지행동(개림프라자 부근),4,4,0,0,4,127.052861992388,37.891959853965,2018
114,경기도 부천시 중동(샛별어린이공원 부근),4,4,0,2,2,126.776689089031,37.506976441111,2018
115,경기도 부천시 범박동(범박지구대 부근),3,3,0,2,1,126.809341060543,37.470243513428,2018
116,경기도 성남시 분당구 서현동(서현초교 부근),3,3,0,3,0,127.128390428477,37.381609178022,2018
117,경기도 성남시 중원구 금광동(우리치과의원 부근),4,6,0,3,3,127.160521041414,37.450648031582,2018
118,경기도 시흥시 정왕동(큰솔공원 부근),3,3,1,0,1,126.754118636367,37.3439066139,2018
119,경기도 안산시 단원구 와동(화정칠교 부근),3,5,0,3,2,126.818874343677,37.347938727891,2018
120,경기도 의왕시 삼동(우성5차아파트정문 부근),4,4,0,3,1,126.9526194877,37.317630476866,2018
121,경기도 의정부시 호원동(회룡초교 부근),3,3,0,0,1,127.0455269626,37.71455231254,2018
122,경기도 평택시 지산동(지산초교 부근),3,3,0,3,0,127.063045602274,37.077172840055,2018
